order_no	req_pu_date	customer	origin	destination	revenue	cost	margin	distance_km	rate_per_km	cost_per_km	margin_per_km	year
22796	2025-02-14	SCOTTS CANADA LTD			625.0	450.0	175.0					2025.0
22782	2025-02-18	SCOTTS DELHI			2150.0	1400.0	750.0					2025.0
22783	2025-02-18	SCOTTS DELHI			2150.0	1750.0	400.0					2025.0
22784	2025-02-18	SCOTTS DELHI			2150.0	1750.0	400.0					2025.0
22785	2025-02-18	ENGRAIS McINNES	STANSTEAD,PQ	BURLINGTON,ON	750.0	600.0	150.0	770.2409860166127		0.779	0.1947	2025.0
22797	2025-02-18	CAPMATIC	DORVAL,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0	43.72		2.2873	1.1436	2025.0
22780	2025-02-19	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1350.0	1100.0	250.0	925.469		1.1886	0.2701	2025.0
22786	2025-02-19	SCOTTS DELHI			2150.0	1750.0	400.0					2025.0
22787	2025-02-19	SCOTTS DELHI			2150.0	1400.0	750.0					2025.0
22770	2025-02-20	SCOTTS DELHI			2150.0	1650.0	500.0					2025.0
22790	2025-02-20	SCOTTS CANADA LTD			1500.0	1100.0	400.0					2025.0
22791	2025-02-20	SCOTTS DELHI			2150.0	1650.0	500.0					2025.0
22792	2025-02-20	SCOTTS DELHI			2150.0	1500.0	650.0					2025.0
22806	2025-02-20	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22793	2025-02-21	SCOTTS DELHI			2150.0	1750.0	400.0					2025.0
22794	2025-02-21	SCOTTS DELHI			2150.0	1650.0	500.0					2025.0
22811	2025-02-21	SCOTTS CANADA LTD			950.0	750.0	200.0					2025.0
22798	2025-02-24	SCOTTS DELHI			2150.0	1650.0	500.0					2025.0
22799	2025-02-24	SCOTTS DELHI			2150.0	1750.0	400.0					2025.0
22800	2025-02-24	SCOTTS DELHI			2150.0	1650.0	500.0					2025.0
22810	2025-02-24	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	250.0	145.0	105.0	18.765		7.7272	5.5955	2025.0
22801	2025-02-25	SCOTTS DELHI			2150.0	1500.0	650.0					2025.0
22802	2025-02-25	SCOTTS DELHI			2150.0	1500.0	650.0					2025.0
22803	2025-02-25	SCOTTS DELHI			2150.0	1750.0	400.0					2025.0
22807	2025-02-25	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1350.0	1150.0	200.0	925.469		1.2426	0.2161	2025.0
22817	2025-02-25	EMBALLAGES AT	MIRABEL,PQ	WEST BRANCH,NB	700.0	575.0	125.0	850.9867380578523		0.6757	0.1469	2025.0
22773	2025-02-26	SCOTTS DELHI			2150.0	1500.0	650.0					2025.0
22804	2025-02-26	SCOTTS DELHI			2150.0	1650.0	500.0					2025.0
22805	2025-02-26	SCOTTS DELHI			2150.0	1750.0	400.0					2025.0
22771	2025-02-27	SCOTTS DELHI			2150.0	1750.0	400.0					2025.0
22772	2025-02-27	SCOTTS DELHI			2150.0	1650.0	500.0					2025.0
22788	2025-02-27	SCOTTS DELHI			2150.0	1650.0	500.0					2025.0
22809	2025-02-27	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1350.0	1100.0	250.0	925.469		1.1886	0.2701	2025.0
22818	2025-02-27	SCOTTS DELHI	DELHI,ON	MIRAMICHI,NB	725.0	546.57	178.43	1514.446		0.3609	0.1178	2025.0
22814	2025-02-28	SCOTTS DELHI			2150.0	1750.0	400.0					2025.0
22816	2025-02-28	SCOTTS DELHI			2150.0	1500.0	650.0					2025.0
22808	2025-03-03	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1350.0	1150.0	200.0	925.469		1.2426	0.2161	2025.0
22819	2025-03-03	SCOTTS DELHI			2150.0	1750.0	400.0					2025.0
22820	2025-03-03	SCOTTS DELHI			2150.0	1650.0	500.0					2025.0
22821	2025-03-03	SCOTTS DELHI			2150.0	1700.0	450.0					2025.0
22823	2025-03-04	SCOTTS DELHI			2150.0	1750.0	400.0					2025.0
22824	2025-03-04	SCOTTS DELHI			2150.0	1650.0	500.0					2025.0
22825	2025-03-04	SCOTTS DELHI			2150.0	1600.0	550.0					2025.0
22812	2025-03-05	CAPMATIC			5750.0	4800.0	950.0					2025.0
22826	2025-03-05	SCOTTS DELHI			2150.0	1650.0	500.0					2025.0
22827	2025-03-05	SCOTTS DELHI			2150.0	1750.0	400.0					2025.0
22828	2025-03-05	SCOTTS DELHI			2150.0	1500.0	650.0					2025.0
22829	2025-03-06	SCOTTS DELHI			2150.0	1650.0	500.0					2025.0
22830	2025-03-06	SCOTTS DELHI			2150.0	1650.0	500.0					2025.0
22831	2025-03-06	SCOTTS DELHI			2150.0	1600.0	550.0					2025.0
22832	2025-03-06	EMBALLAGES AT	MIRABEL,PQ	SAINT-PAMPHILE,PQ	945.0	780.0	165.0	440.455		1.7709	0.3746	2025.0
22835	2025-03-06	SCOTTS CANADA LTD			625.0	450.0	175.0					2025.0
22837	2025-03-06	SCOTTS QUALI-GRO	ST-HUBERT,PQ	L'ORIGNAL,ON	395.0	252.0	143.0	119.35134432560558		2.1114	1.1981	2025.0
22838	2025-03-06	SCOTTS DELHI	ST-HUBERT,PQ	DELHI,ON	1075.0	950.0	125.0	763.4659885272326		1.2443	0.1637	2025.0
22795	2025-03-07	SCOTTS DELHI			2150.0	1650.0	500.0					2025.0
22815	2025-03-07	SCOTTS DELHI			2150.0	1750.0	400.0					2025.0
22822	2025-03-10	CAPMATIC			3500.0	2800.0	700.0					2025.0
22836	2025-03-10	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	250.0	145.0	105.0	18.765		7.7272	5.5955	2025.0
22833	2025-03-11	CAPMATIC			3000.0	2300.0	700.0					2025.0
22839	2025-03-12	SCOTTS DELHI	DELHI,ON	ROCKY VIEW,AB	595.0	425.0	170.0	3209.520166053831		0.1324	0.053	2025.0
22840	2025-03-13	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	225.0	130.0	95.0	18.765		6.9278	5.0626	2025.0
22841	2025-03-13	SCOTTS CANADA LTD	LACHINE,PQ	DELHI,ON	975.0	700.0	275.0	738.0103549207273		0.9485	0.3726	2025.0
22813	2025-03-14	CAPMATIC	ATLANTA,GA	MONTREAL-NORD,PQ	4850.0	3900.0	950.0	1925.4317866201231		2.0255	0.4934	2025.0
22842	2025-03-14	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	365.0	240.86	124.14	659.857		0.365	0.1881	2025.0
22844	2025-03-18	ENGRAIS McINNES	BEDFORD,PQ	STANSTEAD,PQ	875.0	700.0	175.0	84.33427460905818		8.3003	2.0751	2025.0
22845	2025-03-19	ENGRAIS McINNES	BEDFORD,PQ	STANSTEAD,PQ	530.0	385.0	145.0	84.33427460905818		4.5652	1.7193	2025.0
22843	2025-03-20	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1250.0	1050.0	200.0	659.857		1.5913	0.3031	2025.0
22848	2025-03-21	SCOTTS DELHI	DELHI,ON	ROCKY VIEW,AB	1075.0	850.0	225.0	3209.520166053831		0.2648	0.0701	2025.0
22849	2025-03-24	SCOTTS DELHI	LACHINE,PQ	DELHI,ON	365.0	239.9	125.1	738.0103549207273		0.3251	0.1695	2025.0
22846	2025-03-25	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22850	2025-03-25	CAPMATIC	DORVAL,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0	43.72		2.2873	1.1436	2025.0
22847	2025-03-27	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22851	2025-03-27	SCOTTS CANADA LTD			850.0	655.0	195.0					2025.0
22854	2025-03-27	EMBALLAGES AT	MIRABEL,PQ	ST-JOHN,NB	685.0	550.0	135.0	978.19		0.5623	0.138	2025.0
22855	2025-03-31	SCOTTS CANADA LTD			1325.0	1124.75	200.25					2025.0
22852	2025-04-01	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22856	2025-04-02	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22853	2025-04-03	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22857	2025-04-04	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22865	2025-04-04	SCOTTS QUALI-GRO	LACHINE,PQ	L'ORIGNAL,ON	515.0	375.0	140.0	94.788		3.9562	1.477	2025.0
22866	2025-04-04	SCOTTS DELHI			510.0	374.44	135.56					2025.0
22859	2025-04-07	SCOTTS QUALI-GRO			1250.0	1000.0	250.0					2025.0
22861	2025-04-07	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22867	2025-04-07	ENGRAIS McINNES			2275.0	2000.0	275.0					2025.0
22858	2025-04-08	SCOTTS QUALI-GRO			1250.0	1000.0	250.0					2025.0
22860	2025-04-08	SCOTTS QUALI-GRO			2000.0	1650.0	350.0					2025.0
22870	2025-04-09	SCOTTS QUALI-GRO			2000.0	1700.0	300.0					2025.0
22871	2025-04-09	SCOTTS CANADA LTD			595.0	464.25	130.75					2025.0
22872	2025-04-09	SCOTTS QUALI-GRO	LACHINE,PQ	L'ORIGNAL,ON	550.0	350.0	200.0	94.788		3.6925	2.11	2025.0
22873	2025-04-09	SCOTTS DELHI	MIRAMICHI,NB	DELHI,ON	1650.0	1300.0	350.0	1516.661		0.8571	0.2308	2025.0
22863	2025-04-10	SCOTTS CANADA LTD			1200.0	900.0	300.0					2025.0
22868	2025-04-10	CAPMATIC	FAIRFIELD,NJ	MONTREAL-NORD,PQ	1700.0	1250.0	450.0	633.756284243238		1.9724	0.7101	2025.0
22869	2025-04-10	CAPMATIC	FAIRFIELD,NJ	MONTREAL-NORD,PQ	1700.0	1250.0	450.0	633.756284243238		1.9724	0.7101	2025.0
22862	2025-04-11	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1350.0	1000.0	350.0	925.469		1.0805	0.3782	2025.0
22874	2025-04-14	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22875	2025-04-16	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22877	2025-04-21	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22876	2025-04-22	SCOTTS CANADA LTD	STANSTEAD,PQ	TABUSINTAC,NB	1225.0	900.0	325.0	575.7654300714133		1.5631	0.5645	2025.0
22879	2025-04-22	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22882	2025-04-22	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	18.765		6.1284	1.8652	2025.0
22880	2025-04-23	SCOTTS CANADA LTD			1200.0	900.0	300.0					2025.0
22881	2025-04-24	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22883	2025-04-24	SCOTTS CANADA LTD			295.0	190.39	104.61					2025.0
22878	2025-04-25	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22889	2025-04-25	SCOTTS DELHI	DELHI,ON	ROCKY VIEW,AB	595.0	425.0	170.0	3209.520166053831		0.1324	0.053	2025.0
22884	2025-04-28	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22885	2025-04-29	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22892	2025-04-30	SCOTTS DELHI	DELHI,ON	ROCKY VIEW,AB	595.0	425.0	170.0	3209.520166053831		0.1324	0.053	2025.0
22893	2025-04-30	SCOTTS DELHI	MIRAMICHI,NB	DELHI,ON	2150.0	1600.0	550.0	1516.661		1.0549	0.3626	2025.0
22887	2025-05-01	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22899	2025-05-01	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	18.765		6.1284	1.8652	2025.0
22888	2025-05-02	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22890	2025-05-02	CAPMATIC			5975.0	5300.0	675.0					2025.0
22894	2025-05-05	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22895	2025-05-06	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22900	2025-05-06	EMBALLAGES AT	LANDRIENNE,PQ	MIRABEL,PQ	1700.0	1500.0	200.0	524.3974424244166		2.8604	0.3814	2025.0
22896	2025-05-07	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22902	2025-05-07	EMBALLAGES AT	MIRABEL,PQ	AMOS,PQ	650.0	400.0	250.0	535.1762720094367		0.7474	0.4671	2025.0
22897	2025-05-08	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22901	2025-05-08	SCOTTS QUALI-GRO			1250.0	1000.0	250.0					2025.0
22903	2025-05-08	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22904	2025-05-08	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1150.0	850.0	300.0	659.857		1.2882	0.4546	2025.0
22898	2025-05-09	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1300.0	1000.0	300.0	925.469		1.0805	0.3242	2025.0
22911	2025-05-09	SCOTTS CANADA LTD			295.0	190.23	104.77					2025.0
22909	2025-05-12	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22912	2025-05-13	CAPMATIC			650.0	475.0	175.0					2025.0
22913	2025-05-14	EMBALLAGES AT			975.0	780.0	195.0					2025.0
22916	2025-05-14	SCOTTS QUALI-GRO	L'ORIGNAL,ON	DELHI,ON	2150.0	1850.0	300.0	666.7768536639408		2.7745	0.4499	2025.0
22906	2025-05-15	SCOTTS CANADA LTD			1500.0	1100.0	400.0					2025.0
22914	2025-05-15	SCOTTS DELHI			1450.0	1125.0	325.0					2025.0
22915	2025-05-15	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22918	2025-05-15	SCOTTS QUALI-GRO	L'ORIGNAL,ON	DELHI,ON	2150.0	1500.0	650.0	666.7768536639408		2.2496	0.9748	2025.0
22921	2025-05-15	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	515.0	383.36	131.64	659.857		0.581	0.1995	2025.0
22922	2025-05-15	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	18.765		6.1284	1.8652	2025.0
22910	2025-05-16	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22917	2025-05-16	SCOTTS QUALI-GRO	L'ORIGNAL,ON	DELHI,ON	2150.0	1800.0	350.0	666.7768536639408		2.6996	0.5249	2025.0
22919	2025-05-16	SCOTTS QUALI-GRO	L'ORIGNAL,ON	DELHI,ON	2500.0	2200.0	300.0	666.7768536639408		3.2995	0.4499	2025.0
22920	2025-05-16	SCOTTS QUALI-GRO	L'ORIGNAL,ON	DELHI,ON	2500.0	2200.0	300.0	666.7768536639408		3.2995	0.4499	2025.0
22923	2025-05-16	SCOTTS DELHI	LACHINE,PQ	DELHI,ON	1475.0	1080.0	395.0	738.0103549207273		1.4634	0.5352	2025.0
22924	2025-05-16	SCOTTS QUALI-GRO	LACHINE,PQ	L'ORIGNAL,ON	295.0	225.0	70.0	94.788		2.3737	0.7385	2025.0
22925	2025-05-17	SCOTTS DELHI			1200.0	700.0	500.0					2025.0
22926	2025-05-21	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22928	2025-05-21	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22927	2025-05-22	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22930	2025-05-22	SCOTTS DELHI	MIRAMICHI,NB	DELHI,ON	1675.0	1400.0	275.0	1516.661		0.9231	0.1813	2025.0
22929	2025-05-23	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22908	2025-05-26	SCOTTS CANADA LTD			2400.0	2100.0	300.0					2025.0
22931	2025-05-26	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22932	2025-05-27	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22935	2025-05-27	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	275.0	160.0	115.0	18.765		8.5265	6.1284	2025.0
22937	2025-05-27	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	630.0	492.05	137.95	659.857		0.7457	0.2091	2025.0
22936	2025-05-28	CAPMATIC			2550.0	2000.0	550.0					2025.0
22938	2025-05-28	EMBALLAGES AT			715.0	550.0	165.0					2025.0
22939	2025-05-28	SCOTTS CANADA LTD			895.0	700.0	195.0					2025.0
22940	2025-05-28	SCOTTS CANADA LTD			435.0	320.8	114.2					2025.0
22941	2025-05-28	CAPMATIC			395.0	225.0	170.0					2025.0
22934	2025-05-29	SCOTTS DELHI	DELHI,ON	MIRAMICHI,NB	1500.0	2300.0	800.0	1514.446		1.5187	-0.5282	2025.0
22942	2025-05-29	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22933	2025-05-30	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22943	2025-05-30	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22944	2025-06-02	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22950	2025-06-02	SCOTTS CANADA LTD			245.0	150.0	95.0					2025.0
22951	2025-06-03	SCOTTS CANADA LTD			825.0	650.0	175.0					2025.0
22945	2025-06-05	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22947	2025-06-05	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22952	2025-06-05	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	225.0	130.0	95.0	18.765		6.9278	5.0626	2025.0
22946	2025-06-06	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22948	2025-06-06	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2025.0
22958	2025-06-06	SCOTTS QUALI-GRO	LACHINE,PQ	L'ORIGNAL,ON	295.0	200.0	95.0	94.788		2.11	1.0022	2025.0
22949	2025-06-09	SCOTTS DELHI			2400.0	2100.0	300.0					2025.0
22953	2025-06-10	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
22956	2025-06-10	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0	925.469		1.2966	0.3242	2025.0
